Model,Train_MAE,Train_RMSE,Train_R2,Train_DirectionalAccuracy,Test_MAE,Test_RMSE,Test_R2,Test_DirectionalAccuracy
LightGBM_Tuned,0.012926035308274712,0.01861546306793021,0.06807251910005718,50.67982677006748,0.01034070696355892,0.0152278706368742,0.0014347765456087513,47.12041884816754
