Model,Train_MAE,Train_RMSE,Train_R2,Train_DirectionalAccuracy,Test_MAE,Test_RMSE,Test_R2,Test_DirectionalAccuracy
LightGBM_Tuned,0.01045025636557625,0.014574313889265734,0.4287704467455552,68.284822237889,0.010500142801710532,0.015419151669542677,-0.02380922927753648,47.44260974627467
