iter	RMSE
0	0.01927052298
1	0.01925109226
2	0.0192404014
3	0.01921913048
4	0.01920540649
5	0.01918156536
6	0.01916663553
7	0.01913977488
8	0.01912030177
9	0.01909150053
10	0.01906631519
11	0.01903696432
12	0.01901496789
13	0.01899307905
14	0.01898088796
15	0.01895908723
16	0.01893963889
17	0.01891916225
18	0.01889995098
19	0.01888661117
20	0.01887207633
21	0.01886179518
22	0.01884132086
23	0.01882391544
24	0.01881504508
25	0.01879904946
26	0.01878893545
27	0.01877819513
28	0.01875812536
29	0.01874696663
30	0.01873519503
31	0.01872346833
32	0.01871397313
33	0.01869850843
34	0.0186744144
35	0.0186633183
36	0.01864396595
37	0.01863326775
38	0.01861921516
39	0.01860618524
40	0.01859525452
41	0.01858041424
42	0.01856707957
43	0.01855214359
44	0.01854300242
45	0.01853217707
46	0.01852093486
47	0.01850764261
48	0.01849676551
49	0.01848266704
50	0.01847185265
51	0.01845897261
52	0.01844498447
53	0.01843958756
54	0.01842305134
55	0.01841486392
56	0.01840066544
57	0.01838480945
58	0.01837508946
59	0.01836724175
60	0.01835670514
61	0.01834230094
62	0.01832993702
63	0.01831235858
64	0.01829721984
65	0.01828270523
66	0.01826970542
67	0.01825677392
68	0.01824207875
69	0.0182340884
70	0.01822633349
71	0.01821493587
72	0.01820658568
73	0.01819794086
74	0.0181874407
75	0.01817707607
76	0.01816294838
77	0.01814943734
78	0.01813094982
79	0.01811610797
80	0.01810017535
81	0.01809337417
82	0.01808075787
83	0.01806992089
84	0.01806118367
85	0.01805252548
86	0.01803821204
87	0.0180276802
88	0.01801293802
89	0.01800570066
90	0.01799888397
91	0.01798476993
92	0.01797603991
93	0.01796204449
94	0.01794471291
95	0.01793084863
96	0.01791656916
97	0.01791012284
98	0.01789979654
99	0.01788972883
100	0.01787781196
101	0.01787091752
102	0.01786107768
103	0.01784922226
104	0.01783901418
105	0.01783023395
106	0.01781095971
107	0.01780487799
108	0.01779115804
109	0.0177765234
110	0.01776603727
111	0.01775364751
112	0.01774645465
113	0.01773543701
114	0.0177309884
115	0.01772402424
116	0.01771227755
117	0.01770751935
118	0.0177012505
119	0.0176865826
120	0.01767890627
121	0.01767029404
122	0.0176611224
123	0.01764875585
124	0.01764507095
125	0.01763826536
126	0.01762956483
127	0.01762274574
128	0.01761534792
129	0.01760167575
130	0.0175925876
131	0.01758532319
132	0.01757831035
133	0.01757134466
134	0.01756187014
135	0.0175436356
136	0.0175366693
137	0.0175300461
138	0.01751926681
139	0.01751377404
140	0.01750452497
141	0.01749500033
142	0.01748787747
143	0.01748041737
144	0.01747371952
145	0.01746439343
146	0.01745717958
147	0.01744559341
148	0.01743832132
149	0.01742719611
150	0.01741745485
151	0.01740724615
152	0.0174026358
153	0.01739587123
154	0.01738809441
155	0.01737320569
156	0.01736190933
157	0.01735578423
158	0.01734687648
159	0.01734113598
160	0.01733624354
161	0.01732817453
162	0.01731894585
163	0.01731333185
164	0.01730580391
165	0.01729697422
166	0.01728432274
167	0.0172732215
168	0.01726410184
169	0.01725169245
170	0.01724622694
171	0.01723711361
172	0.01723097798
173	0.01722312728
174	0.01721257107
175	0.01720662831
176	0.01720063742
177	0.01719116091
178	0.01717944809
179	0.01717263945
180	0.01716016715
181	0.01715272787
182	0.01714620665
183	0.0171372572
184	0.01712695326
185	0.01711639879
186	0.0171060459
187	0.01709792968
188	0.01708763139
189	0.01707833764
190	0.01706700782
191	0.01705494991
192	0.01704236661
193	0.01703098291
194	0.01702369979
195	0.01701564628
196	0.01700247222
197	0.01699611249
198	0.01698707106
199	0.0169792166
200	0.01697508054
201	0.01696665742
202	0.0169595682
203	0.01694863998
204	0.01694475637
205	0.01693795857
206	0.01693200397
207	0.01692233365
208	0.01690953428
209	0.01690437686
210	0.01689951935
211	0.01688932479
212	0.01688117701
213	0.01687695797
214	0.0168698838
215	0.01686493539
216	0.01685617054
217	0.0168495646
218	0.01684193327
219	0.0168341532
220	0.01682269745
221	0.01681326231
222	0.01680260164
223	0.01679826166
224	0.01678655352
225	0.0167826768
226	0.01677770146
227	0.01676201569
228	0.0167560833
229	0.01674438833
230	0.01673791999
231	0.01672689911
232	0.0167201387
233	0.01671331136
234	0.01670812737
235	0.01670092258
236	0.01669530841
237	0.01669132636
238	0.01668394078
239	0.01667350619
240	0.01666223917
241	0.01665475272
242	0.01664760915
243	0.0166378249
244	0.01663067288
245	0.01662543792
246	0.01661952611
247	0.01660986682
248	0.0166027753
249	0.01659940712
250	0.0165936319
251	0.01658608754
252	0.01658003174
253	0.01657357145
254	0.01656632996
255	0.01655559206
256	0.01654363318
257	0.01653752948
258	0.01653293223
259	0.0165269464
260	0.01652015065
261	0.01651236594
262	0.01650677446
263	0.01649946366
264	0.01649402325
265	0.01648622755
266	0.01647780607
267	0.01647124244
268	0.0164637888
269	0.01645669906
270	0.01644810779
271	0.01643722026
272	0.01642812538
273	0.01642095438
274	0.0164105175
275	0.01639909309
276	0.0163891025
277	0.01638358488
278	0.01637674735
279	0.01636582285
280	0.01635437377
281	0.01634817209
282	0.01633985334
283	0.01633386756
284	0.01632587286
285	0.01631818874
286	0.01631097369
287	0.0163010136
288	0.01629511738
289	0.0162911997
290	0.01627921236
291	0.01627042312
292	0.01626433109
293	0.016259088
294	0.01625094876
295	0.0162413243
296	0.01623515131
297	0.01622691379
298	0.01622147602
299	0.01621630208
